userId	geneSymbol	geneName	entrezgene	gLink
R3hdm4	R3hdm4	R3H domain containing 4	109284	https://www.ncbi.nlm.nih.gov/gene/?term=109284
Supt6	Supt6	suppressor of Ty 6	20926	https://www.ncbi.nlm.nih.gov/gene/?term=20926
Morf4l1	Morf4l1	mortality factor 4 like 1	21761	https://www.ncbi.nlm.nih.gov/gene/?term=21761
Dctn1	Dctn1	dynactin 1	13191	https://www.ncbi.nlm.nih.gov/gene/?term=13191
Pcyt2	Pcyt2	phosphate cytidylyltransferase 2, ethanolamine	68671	https://www.ncbi.nlm.nih.gov/gene/?term=68671
Kars	Kars	lysyl-tRNA synthetase	85305	https://www.ncbi.nlm.nih.gov/gene/?term=85305
Leo1	Leo1	Leo1, Paf1/RNA polymerase II complex component	235497	https://www.ncbi.nlm.nih.gov/gene/?term=235497
Napa	Napa	N-ethylmaleimide sensitive fusion protein attachment protein alpha	108124	https://www.ncbi.nlm.nih.gov/gene/?term=108124
Amotl2	Amotl2	angiomotin-like 2	56332	https://www.ncbi.nlm.nih.gov/gene/?term=56332
Ldha	Ldha	lactate dehydrogenase A	16828	https://www.ncbi.nlm.nih.gov/gene/?term=16828
Ndufa13	Ndufa13	NADH:ubiquinone oxidoreductase subunit A13	67184	https://www.ncbi.nlm.nih.gov/gene/?term=67184
Ywhae	Ywhae	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	22627	https://www.ncbi.nlm.nih.gov/gene/?term=22627
Ccar2	Ccar2	cell cycle activator and apoptosis regulator 2	219158	https://www.ncbi.nlm.nih.gov/gene/?term=219158
Ccdc124	Ccdc124	coiled-coil domain containing 124	234388	https://www.ncbi.nlm.nih.gov/gene/?term=234388
Yars	Yars	tyrosyl-tRNA synthetase	107271	https://www.ncbi.nlm.nih.gov/gene/?term=107271
Pgp	Pgp	phosphoglycolate phosphatase	67078	https://www.ncbi.nlm.nih.gov/gene/?term=67078
Eif3k	Eif3k	eukaryotic translation initiation factor 3, subunit K	73830	https://www.ncbi.nlm.nih.gov/gene/?term=73830
Usp22	Usp22	ubiquitin specific peptidase 22	216825	https://www.ncbi.nlm.nih.gov/gene/?term=216825
Pik3r2	Pik3r2	phosphoinositide-3-kinase regulatory subunit 2	18709	https://www.ncbi.nlm.nih.gov/gene/?term=18709
Map2k7	Map2k7	mitogen-activated protein kinase kinase 7	26400	https://www.ncbi.nlm.nih.gov/gene/?term=26400
Cox4i1	Cox4i1	cytochrome c oxidase subunit 4I1	12857	https://www.ncbi.nlm.nih.gov/gene/?term=12857
Fam98c	Fam98c	family with sequence similarity 98, member C	73833	https://www.ncbi.nlm.nih.gov/gene/?term=73833
Psmc1	Psmc1	protease (prosome, macropain) 26S subunit, ATPase 1	19179	https://www.ncbi.nlm.nih.gov/gene/?term=19179
Ak1	Ak1	adenylate kinase 1	11636	https://www.ncbi.nlm.nih.gov/gene/?term=11636
Vapb	Vapb	vesicle-associated membrane protein, associated protein B and C	56491	https://www.ncbi.nlm.nih.gov/gene/?term=56491
Ccdc85c	Ccdc85c	coiled-coil domain containing 85C	668158	https://www.ncbi.nlm.nih.gov/gene/?term=668158
Map2k1	Map2k1	mitogen-activated protein kinase kinase 1	26395	https://www.ncbi.nlm.nih.gov/gene/?term=26395
Eif2b4	Eif2b4	eukaryotic translation initiation factor 2B, subunit 4 delta	13667	https://www.ncbi.nlm.nih.gov/gene/?term=13667
Gtf3c1	Gtf3c1	general transcription factor III C 1	233863	https://www.ncbi.nlm.nih.gov/gene/?term=233863
Srp72	Srp72	signal recognition particle 72	66661	https://www.ncbi.nlm.nih.gov/gene/?term=66661
Ndufb7	Ndufb7	NADH:ubiquinone oxidoreductase subunit B7	66916	https://www.ncbi.nlm.nih.gov/gene/?term=66916
Ccdc149	Ccdc149	coiled-coil domain containing 149	100503884	https://www.ncbi.nlm.nih.gov/gene/?term=100503884
Mpnd	Mpnd	MPN domain containing	68047	https://www.ncbi.nlm.nih.gov/gene/?term=68047
Eftud2	Eftud2	elongation factor Tu GTP binding domain containing 2	20624	https://www.ncbi.nlm.nih.gov/gene/?term=20624
Stub1	Stub1	STIP1 homology and U-Box containing protein 1	56424	https://www.ncbi.nlm.nih.gov/gene/?term=56424
Sars	Sars	seryl-aminoacyl-tRNA synthetase	20226	https://www.ncbi.nlm.nih.gov/gene/?term=20226
Hspd1	Hspd1	heat shock protein 1 (chaperonin)	15510	https://www.ncbi.nlm.nih.gov/gene/?term=15510
Ranbp3	Ranbp3	RAN binding protein 3	71810	https://www.ncbi.nlm.nih.gov/gene/?term=71810
Lonp1	Lonp1	lon peptidase 1, mitochondrial	74142	https://www.ncbi.nlm.nih.gov/gene/?term=74142
Mrps26	Mrps26	mitochondrial ribosomal protein S26	99045	https://www.ncbi.nlm.nih.gov/gene/?term=99045
Babam1	Babam1	BRISC and BRCA1 A complex member 1	68251	https://www.ncbi.nlm.nih.gov/gene/?term=68251
Ppp1r8	Ppp1r8	protein phosphatase 1, regulatory subunit 8	100336	https://www.ncbi.nlm.nih.gov/gene/?term=100336
Traf3ip1	Traf3ip1	TRAF3 interacting protein 1	74019	https://www.ncbi.nlm.nih.gov/gene/?term=74019
Tbcc	Tbcc	tubulin-specific chaperone C	72726	https://www.ncbi.nlm.nih.gov/gene/?term=72726
Setd7	Setd7	SET domain containing (lysine methyltransferase) 7	73251	https://www.ncbi.nlm.nih.gov/gene/?term=73251
Sgta	Sgta	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha	52551	https://www.ncbi.nlm.nih.gov/gene/?term=52551
Aamp	Aamp	angio-associated migratory protein	227290	https://www.ncbi.nlm.nih.gov/gene/?term=227290
Cactin	Cactin	cactin, spliceosome C complex subunit	70312	https://www.ncbi.nlm.nih.gov/gene/?term=70312
Rbm34	Rbm34	RNA binding motif protein 34	52202	https://www.ncbi.nlm.nih.gov/gene/?term=52202
Tomm40	Tomm40	translocase of outer mitochondrial membrane 40	53333	https://www.ncbi.nlm.nih.gov/gene/?term=53333
Wbp11	Wbp11	WW domain binding protein 11	60321	https://www.ncbi.nlm.nih.gov/gene/?term=60321
Edf1	Edf1	endothelial differentiation-related factor 1	59022	https://www.ncbi.nlm.nih.gov/gene/?term=59022
Itsn1	Itsn1	intersectin 1 (SH3 domain protein 1A)	16443	https://www.ncbi.nlm.nih.gov/gene/?term=16443
Rrp12	Rrp12	ribosomal RNA processing 12 homolog (S. cerevisiae)	107094	https://www.ncbi.nlm.nih.gov/gene/?term=107094
Exosc9	Exosc9	exosome component 9	50911	https://www.ncbi.nlm.nih.gov/gene/?term=50911
Grsf1	Grsf1	G-rich RNA sequence binding factor 1	231413	https://www.ncbi.nlm.nih.gov/gene/?term=231413
Srrm1	Srrm1	serine/arginine repetitive matrix 1	51796	https://www.ncbi.nlm.nih.gov/gene/?term=51796
Rbm25	Rbm25	RNA binding motif protein 25	67039	https://www.ncbi.nlm.nih.gov/gene/?term=67039
Shb	Shb	src homology 2 domain-containing transforming protein B	230126	https://www.ncbi.nlm.nih.gov/gene/?term=230126
Rbmx2	Rbmx2	RNA binding motif protein, X-linked 2	209003	https://www.ncbi.nlm.nih.gov/gene/?term=209003
Ncaph2	Ncaph2	non-SMC condensin II complex, subunit H2	52683	https://www.ncbi.nlm.nih.gov/gene/?term=52683
Nexn	Nexn	nexilin	68810	https://www.ncbi.nlm.nih.gov/gene/?term=68810
Jmjd6	Jmjd6	jumonji domain containing 6	107817	https://www.ncbi.nlm.nih.gov/gene/?term=107817
Cobl	Cobl	cordon-bleu WH2 repeat	12808	https://www.ncbi.nlm.nih.gov/gene/?term=12808
Matk	Matk	megakaryocyte-associated tyrosine kinase	17179	https://www.ncbi.nlm.nih.gov/gene/?term=17179
Exoc7	Exoc7	exocyst complex component 7	53413	https://www.ncbi.nlm.nih.gov/gene/?term=53413
Dgcr8	Dgcr8	DGCR8, microprocessor complex subunit	94223	https://www.ncbi.nlm.nih.gov/gene/?term=94223
Tdrkh	Tdrkh	tudor and KH domain containing protein	72634	https://www.ncbi.nlm.nih.gov/gene/?term=72634
Sgms1	Sgms1	sphingomyelin synthase 1	208449	https://www.ncbi.nlm.nih.gov/gene/?term=208449
Flot1	Flot1	flotillin 1	14251	https://www.ncbi.nlm.nih.gov/gene/?term=14251
Zfp1	Zfp1	zinc finger protein 1	22640	https://www.ncbi.nlm.nih.gov/gene/?term=22640
Fgfr1op2	Fgfr1op2	FGFR1 oncogene partner 2	67529	https://www.ncbi.nlm.nih.gov/gene/?term=67529
Emc10	Emc10	ER membrane protein complex subunit 10	69683	https://www.ncbi.nlm.nih.gov/gene/?term=69683
Dnajc7	Dnajc7	DnaJ heat shock protein family (Hsp40) member C7	56354	https://www.ncbi.nlm.nih.gov/gene/?term=56354
Phf20	Phf20	PHD finger protein 20	228829	https://www.ncbi.nlm.nih.gov/gene/?term=228829
Dapk3	Dapk3	death-associated protein kinase 3	13144	https://www.ncbi.nlm.nih.gov/gene/?term=13144
Dmap1	Dmap1	DNA methyltransferase 1-associated protein 1	66233	https://www.ncbi.nlm.nih.gov/gene/?term=66233
Ccdc85b	Ccdc85b	coiled-coil domain containing 85B	240514	https://www.ncbi.nlm.nih.gov/gene/?term=240514
Rrp9	Rrp9	RRP9, small subunit (SSU) processome component, homolog (yeast)	27966	https://www.ncbi.nlm.nih.gov/gene/?term=27966
Thop1	Thop1	thimet oligopeptidase 1	50492	https://www.ncbi.nlm.nih.gov/gene/?term=50492
Mrpl38	Mrpl38	mitochondrial ribosomal protein L38	60441	https://www.ncbi.nlm.nih.gov/gene/?term=60441
Hist2h2ab	Hist2h2ab	histone cluster 2, H2ab	621893	https://www.ncbi.nlm.nih.gov/gene/?term=621893
Zfp3	Zfp3	zinc finger protein 3	193043	https://www.ncbi.nlm.nih.gov/gene/?term=193043
Epn1	Epn1	epsin 1	13854	https://www.ncbi.nlm.nih.gov/gene/?term=13854
Ncoa5	Ncoa5	nuclear receptor coactivator 5	228869	https://www.ncbi.nlm.nih.gov/gene/?term=228869
Atpif1	Atpif1	ATPase inhibitory factor 1	11983	https://www.ncbi.nlm.nih.gov/gene/?term=11983
Brd9	Brd9	bromodomain containing 9	105246	https://www.ncbi.nlm.nih.gov/gene/?term=105246
Hmg20a	Hmg20a	high mobility group 20A	66867	https://www.ncbi.nlm.nih.gov/gene/?term=66867
Smarca2	Smarca2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	67155	https://www.ncbi.nlm.nih.gov/gene/?term=67155
Nop53	Nop53	NOP53 ribosome biogenesis factor	68077	https://www.ncbi.nlm.nih.gov/gene/?term=68077
Slc9a3r2	Slc9a3r2	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2	65962	https://www.ncbi.nlm.nih.gov/gene/?term=65962
Snrpd2	Snrpd2	small nuclear ribonucleoprotein D2	107686	https://www.ncbi.nlm.nih.gov/gene/?term=107686
Ndufaf2	Ndufaf2	NADH:ubiquinone oxidoreductase complex assembly factor 2	75597	https://www.ncbi.nlm.nih.gov/gene/?term=75597
Zfp637	Zfp637	zinc finger protein 637	232337	https://www.ncbi.nlm.nih.gov/gene/?term=232337
Filip1	Filip1	filamin A interacting protein 1	70598	https://www.ncbi.nlm.nih.gov/gene/?term=70598
Zdhhc14	Zdhhc14	zinc finger, DHHC domain containing 14	224454	https://www.ncbi.nlm.nih.gov/gene/?term=224454
Tubg1	Tubg1	tubulin, gamma 1	103733	https://www.ncbi.nlm.nih.gov/gene/?term=103733
Pfdn2	Pfdn2	prefoldin 2	18637	https://www.ncbi.nlm.nih.gov/gene/?term=18637
Ftsj1	Ftsj1	FtsJ RNA methyltransferase homolog 1 (E. coli)	54632	https://www.ncbi.nlm.nih.gov/gene/?term=54632
Ndufv3	Ndufv3	NADH:ubiquinone oxidoreductase core subunit V3	78330	https://www.ncbi.nlm.nih.gov/gene/?term=78330
Paf1	Paf1	Paf1, RNA polymerase II complex component	54624	https://www.ncbi.nlm.nih.gov/gene/?term=54624
Bcorl1	Bcorl1	BCL6 co-repressor-like 1	320376	https://www.ncbi.nlm.nih.gov/gene/?term=320376
Mrpl48	Mrpl48	mitochondrial ribosomal protein L48	52443	https://www.ncbi.nlm.nih.gov/gene/?term=52443
Xrcc1	Xrcc1	X-ray repair complementing defective repair in Chinese hamster cells 1	22594	https://www.ncbi.nlm.nih.gov/gene/?term=22594
G3bp2	G3bp2	GTPase activating protein (SH3 domain) binding protein 2	23881	https://www.ncbi.nlm.nih.gov/gene/?term=23881
Gramd4	Gramd4	GRAM domain containing 4	223752	https://www.ncbi.nlm.nih.gov/gene/?term=223752
Hgs	Hgs	HGF-regulated tyrosine kinase substrate	15239	https://www.ncbi.nlm.nih.gov/gene/?term=15239
Rfxap	Rfxap	regulatory factor X-associated protein	170767	https://www.ncbi.nlm.nih.gov/gene/?term=170767
Arl2	Arl2	ADP-ribosylation factor-like 2	56327	https://www.ncbi.nlm.nih.gov/gene/?term=56327
Cox6a1	Cox6a1	cytochrome c oxidase subunit 6A1	12861	https://www.ncbi.nlm.nih.gov/gene/?term=12861
Elob	Elob	elongin B	67673	https://www.ncbi.nlm.nih.gov/gene/?term=67673
Prpf6	Prpf6	pre-mRNA splicing factor 6	68879	https://www.ncbi.nlm.nih.gov/gene/?term=68879
Brd2	Brd2	bromodomain containing 2	14312	https://www.ncbi.nlm.nih.gov/gene/?term=14312
Trap1	Trap1	TNF receptor-associated protein 1	68015	https://www.ncbi.nlm.nih.gov/gene/?term=68015
Pym1	Pym1	PYM homolog 1, exon junction complex associated factor	78428	https://www.ncbi.nlm.nih.gov/gene/?term=78428
Krt9	Krt9	keratin 9	107656	https://www.ncbi.nlm.nih.gov/gene/?term=107656
Trim44	Trim44	tripartite motif-containing 44	80985	https://www.ncbi.nlm.nih.gov/gene/?term=80985
Cbr1	Cbr1	carbonyl reductase 1	12408	https://www.ncbi.nlm.nih.gov/gene/?term=12408
Nhp2	Nhp2	NHP2 ribonucleoprotein	52530	https://www.ncbi.nlm.nih.gov/gene/?term=52530
Chchd3	Chchd3	coiled-coil-helix-coiled-coil-helix domain containing 3	66075	https://www.ncbi.nlm.nih.gov/gene/?term=66075
Blmh	Blmh	bleomycin hydrolase	104184	https://www.ncbi.nlm.nih.gov/gene/?term=104184
Rpf2	Rpf2	ribosome production factor 2 homolog	67239	https://www.ncbi.nlm.nih.gov/gene/?term=67239
Ccdc59	Ccdc59	coiled-coil domain containing 59	52713	https://www.ncbi.nlm.nih.gov/gene/?term=52713
Nfyc	Nfyc	nuclear transcription factor-Y gamma	18046	https://www.ncbi.nlm.nih.gov/gene/?term=18046
Caml	Caml	calcium modulating ligand	12328	https://www.ncbi.nlm.nih.gov/gene/?term=12328
Tbc1d10b	Tbc1d10b	TBC1 domain family, member 10b	68449	https://www.ncbi.nlm.nih.gov/gene/?term=68449
Acot13	Acot13	acyl-CoA thioesterase 13	66834	https://www.ncbi.nlm.nih.gov/gene/?term=66834
Vps52	Vps52	VPS52 GARP complex subunit	224705	https://www.ncbi.nlm.nih.gov/gene/?term=224705
Scrn3	Scrn3	secernin 3	74616	https://www.ncbi.nlm.nih.gov/gene/?term=74616
Por	Por	P450 (cytochrome) oxidoreductase	18984	https://www.ncbi.nlm.nih.gov/gene/?term=18984
Dlgap4	Dlgap4	DLG associated protein 4	228836	https://www.ncbi.nlm.nih.gov/gene/?term=228836
Usp19	Usp19	ubiquitin specific peptidase 19	71472	https://www.ncbi.nlm.nih.gov/gene/?term=71472
Msl1	Msl1	male specific lethal 1	74026	https://www.ncbi.nlm.nih.gov/gene/?term=74026
Tsr3	Tsr3	TSR3 20S rRNA accumulation	68327	https://www.ncbi.nlm.nih.gov/gene/?term=68327
Pcdhgc5	Pcdhgc5	protocadherin gamma subfamily C, 5	93708	https://www.ncbi.nlm.nih.gov/gene/?term=93708
Znhit1	Znhit1	zinc finger, HIT domain containing 1	70103	https://www.ncbi.nlm.nih.gov/gene/?term=70103
Eif3i	Eif3i	eukaryotic translation initiation factor 3, subunit I	54709	https://www.ncbi.nlm.nih.gov/gene/?term=54709
Mthfd1	Mthfd1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent), methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthase	108156	https://www.ncbi.nlm.nih.gov/gene/?term=108156
Ddit3	Ddit3	DNA-damage inducible transcript 3	13198	https://www.ncbi.nlm.nih.gov/gene/?term=13198
Zranb2	Zranb2	zinc finger, RAN-binding domain containing 2	53861	https://www.ncbi.nlm.nih.gov/gene/?term=53861
A230050P20Rik	A230050P20Rik	RIKEN cDNA A230050P20 gene	319278	https://www.ncbi.nlm.nih.gov/gene/?term=319278
Gga3	Gga3	golgi associated, gamma adaptin ear containing, ARF binding protein 3	260302	https://www.ncbi.nlm.nih.gov/gene/?term=260302
Rimbp3	Rimbp3	RIMS binding protein 3	239731	https://www.ncbi.nlm.nih.gov/gene/?term=239731
Fkbp2	Fkbp2	FK506 binding protein 2	14227	https://www.ncbi.nlm.nih.gov/gene/?term=14227
Smarcb1	Smarcb1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	20587	https://www.ncbi.nlm.nih.gov/gene/?term=20587
Tex264	Tex264	testis expressed gene 264	21767	https://www.ncbi.nlm.nih.gov/gene/?term=21767
Emc4	Emc4	ER membrane protein complex subunit 4	68032	https://www.ncbi.nlm.nih.gov/gene/?term=68032
Glyr1	Glyr1	glyoxylate reductase 1 homolog (Arabidopsis)	74022	https://www.ncbi.nlm.nih.gov/gene/?term=74022
Ppig	Ppig	peptidyl-prolyl isomerase G (cyclophilin G)	228005	https://www.ncbi.nlm.nih.gov/gene/?term=228005
Uqcrq	Uqcrq	ubiquinol-cytochrome c reductase, complex III subunit VII	22272	https://www.ncbi.nlm.nih.gov/gene/?term=22272
Ndufs8	Ndufs8	NADH:ubiquinone oxidoreductase core subunit S8	225887	https://www.ncbi.nlm.nih.gov/gene/?term=225887
Rxrg	Rxrg	retinoid X receptor gamma	20183	https://www.ncbi.nlm.nih.gov/gene/?term=20183
Rsl1d1	Rsl1d1	ribosomal L1 domain containing 1	66409	https://www.ncbi.nlm.nih.gov/gene/?term=66409
Nfe2l1	Nfe2l1	nuclear factor, erythroid derived 2,-like 1	18023	https://www.ncbi.nlm.nih.gov/gene/?term=18023
Btf3l4	Btf3l4	basic transcription factor 3-like 4	70533	https://www.ncbi.nlm.nih.gov/gene/?term=70533
Ppp5c	Ppp5c	protein phosphatase 5, catalytic subunit	19060	https://www.ncbi.nlm.nih.gov/gene/?term=19060
Ebag9	Ebag9	estrogen receptor-binding fragment-associated gene 9	55960	https://www.ncbi.nlm.nih.gov/gene/?term=55960
Bysl	Bysl	bystin-like	53414	https://www.ncbi.nlm.nih.gov/gene/?term=53414
Mrpl20	Mrpl20	mitochondrial ribosomal protein L20	66448	https://www.ncbi.nlm.nih.gov/gene/?term=66448
