userId	geneSymbol	geneName	entrezgene	score	gLink
1700021F05Rik	1700021F05Rik	RIKEN cDNA 1700021F05 gene	67851	-1.75	https://www.ncbi.nlm.nih.gov/gene/?term=67851
1700025G04Rik	1700025G04Rik	RIKEN cDNA 1700025G04 gene	69399	-1.59	https://www.ncbi.nlm.nih.gov/gene/?term=69399
1700028K03Rik	1700028K03Rik	RIKEN cDNA 1700028K03 gene	76421	-3.24	https://www.ncbi.nlm.nih.gov/gene/?term=76421
1700029J07Rik	1700029J07Rik	RIKEN cDNA 1700029J07 gene	69479	0.75	https://www.ncbi.nlm.nih.gov/gene/?term=69479
1700030J22Rik	1700030J22Rik	RIKEN cDNA 1700030J22 gene	69528	-1.26	https://www.ncbi.nlm.nih.gov/gene/?term=69528
1700030K09Rik	1700030K09Rik	RIKEN cDNA 1700030K09 gene	72254	0.09	https://www.ncbi.nlm.nih.gov/gene/?term=72254
1700037C18Rik	1700037C18Rik	RIKEN cDNA 1700037C18 gene	73261	1.23	https://www.ncbi.nlm.nih.gov/gene/?term=73261
1700037H04Rik	1700037H04Rik	RIKEN cDNA 1700037H04 gene	67326	-0.27	https://www.ncbi.nlm.nih.gov/gene/?term=67326
1700047I17Rik2	1700047I17Rik2	RIKEN cDNA 1700047I17 gene 2	100101807	1.24	https://www.ncbi.nlm.nih.gov/gene/?term=100101807
1700057G04Rik	1700057G04Rik	RIKEN cDNA 1700057G04 gene	78459	0.2	https://www.ncbi.nlm.nih.gov/gene/?term=78459
1700066M21Rik	1700066M21Rik	RIKEN cDNA 1700066M21 gene	73467	-1.94	https://www.ncbi.nlm.nih.gov/gene/?term=73467
1700088E04Rik	1700088E04Rik	RIKEN cDNA 1700088E04 gene	27660	-0.17	https://www.ncbi.nlm.nih.gov/gene/?term=27660
1700109H08Rik	1700109H08Rik	RIKEN cDNA 1700109H08 gene	77036	-0.05	https://www.ncbi.nlm.nih.gov/gene/?term=77036
1700123O20Rik	1700123O20Rik	RIKEN cDNA 1700123O20 gene	58248	0.14	https://www.ncbi.nlm.nih.gov/gene/?term=58248
1810009A15Rik	1810009A15Rik	RIKEN cDNA 1810009A15 gene	66276	0.26	https://www.ncbi.nlm.nih.gov/gene/?term=66276
1810010H24Rik	1810010H24Rik	RIKEN cDNA 1810010H24 gene	69066	-0.62	https://www.ncbi.nlm.nih.gov/gene/?term=69066
1810013L24Rik	1810013L24Rik	RIKEN cDNA 1810013L24 gene	69053	-0.21	https://www.ncbi.nlm.nih.gov/gene/?term=69053
1810022K09Rik	1810022K09Rik	RIKEN cDNA 1810022K09 gene	69126	0.47	https://www.ncbi.nlm.nih.gov/gene/?term=69126
1810030O07Rik	1810030O07Rik	RIKEN cDNA 1810030O07 gene	69155	1.5	https://www.ncbi.nlm.nih.gov/gene/?term=69155
1810037I17Rik	1810037I17Rik	RIKEN cDNA 1810037I17 gene	67704	-0.15	https://www.ncbi.nlm.nih.gov/gene/?term=67704
1810043G02Rik	1810043G02Rik	RIKEN cDNA 1810043G02 gene	67884	-1.94	https://www.ncbi.nlm.nih.gov/gene/?term=67884
1810055G02Rik	1810055G02Rik	RIKEN cDNA 1810055G02 gene	72056	-1.32	https://www.ncbi.nlm.nih.gov/gene/?term=72056
2010109I03Rik	2010109I03Rik	RIKEN cDNA 2010109I03 gene	67038	2.01	https://www.ncbi.nlm.nih.gov/gene/?term=67038
2010111I01Rik	2010111I01Rik	RIKEN cDNA 2010111I01 gene	72061	0.15	https://www.ncbi.nlm.nih.gov/gene/?term=72061
2010300C02Rik	2010300C02Rik	RIKEN cDNA 2010300C02 gene	72097	-1.62	https://www.ncbi.nlm.nih.gov/gene/?term=72097
2010315B03Rik	2010315B03Rik	RIKEN cDNA 2010315B03 gene	630836	1.61	https://www.ncbi.nlm.nih.gov/gene/?term=630836
2210010C04Rik	2210010C04Rik	RIKEN cDNA 2210010C04 gene	67373	-2.28	https://www.ncbi.nlm.nih.gov/gene/?term=67373
2210016F16Rik	2210016F16Rik	RIKEN cDNA 2210016F16 gene	70153	1.34	https://www.ncbi.nlm.nih.gov/gene/?term=70153
2210016L21Rik	2210016L21Rik	RIKEN cDNA 2210016L21 gene	72357	-1.48	https://www.ncbi.nlm.nih.gov/gene/?term=72357
2210017I01Rik	2210017I01Rik	RIKEN cDNA 2210017I01 gene	545546	0.19	https://www.ncbi.nlm.nih.gov/gene/?term=545546
2210408I21Rik	2210408I21Rik	RIKEN cDNA 2210408I21 gene	72371	-1.86	https://www.ncbi.nlm.nih.gov/gene/?term=72371
2210418O10Rik	2210418O10Rik	RIKEN cDNA 2210418O10 gene	100504263	0.72	https://www.ncbi.nlm.nih.gov/gene/?term=100504263
2300009A05Rik	2300009A05Rik	RIKEN cDNA 2300009A05 gene	69478	-0.47	https://www.ncbi.nlm.nih.gov/gene/?term=69478
2310009B15Rik	2310009B15Rik	RIKEN cDNA 2310009B15 gene	69549	0.05	https://www.ncbi.nlm.nih.gov/gene/?term=69549
2310011J03Rik	2310011J03Rik	RIKEN cDNA 2310011J03 gene	66374	1.32	https://www.ncbi.nlm.nih.gov/gene/?term=66374
2310022A10Rik	2310022A10Rik	RIKEN cDNA 2310022A10 gene	66367	0.52	https://www.ncbi.nlm.nih.gov/gene/?term=66367
2310022B05Rik	2310022B05Rik	RIKEN cDNA 2310022B05 gene	69551	-2.49	https://www.ncbi.nlm.nih.gov/gene/?term=69551
2310030G06Rik	2310030G06Rik	RIKEN cDNA 2310030G06 gene	66952	-0.43	https://www.ncbi.nlm.nih.gov/gene/?term=66952
2310033P09Rik	2310033P09Rik	RIKEN cDNA 2310033P09 gene	67862	0.91	https://www.ncbi.nlm.nih.gov/gene/?term=67862
2310057M21Rik	2310057M21Rik	RIKEN cDNA 2310057M21 gene	68277	-0.12	https://www.ncbi.nlm.nih.gov/gene/?term=68277
2310061I04Rik	2310061I04Rik	RIKEN cDNA 2310061I04 gene	69662	-1.47	https://www.ncbi.nlm.nih.gov/gene/?term=69662
2410002F23Rik	2410002F23Rik	RIKEN cDNA 2410002F23 gene	668661	-1.21	https://www.ncbi.nlm.nih.gov/gene/?term=668661
2410004B18Rik	2410004B18Rik	RIKEN cDNA 2410004B18 gene	66421	-1.96	https://www.ncbi.nlm.nih.gov/gene/?term=66421
2410004P03Rik	2410004P03Rik	RIKEN cDNA 2410004P03 gene	73667	-0.14	https://www.ncbi.nlm.nih.gov/gene/?term=73667
2410015M20Rik	2410015M20Rik	RIKEN cDNA 2410015M20 gene	224904	-2.26	https://www.ncbi.nlm.nih.gov/gene/?term=224904
2410131K14Rik	2410131K14Rik	RIKEN cDNA 2410131K14 gene	76792	1.78	https://www.ncbi.nlm.nih.gov/gene/?term=76792
2510002D24Rik	2510002D24Rik	RIKEN cDNA 2510002D24 gene	72307	0.35	https://www.ncbi.nlm.nih.gov/gene/?term=72307
2510009E07Rik	2510009E07Rik	RIKEN cDNA 2510009E07 gene	72190	1.03	https://www.ncbi.nlm.nih.gov/gene/?term=72190
2510039O18Rik	2510039O18Rik	RIKEN cDNA 2510039O18 gene	77034	2.16	https://www.ncbi.nlm.nih.gov/gene/?term=77034
2610001J05Rik	2610001J05Rik	RIKEN cDNA 2610001J05 gene	66520	0.83	https://www.ncbi.nlm.nih.gov/gene/?term=66520
2610002M06Rik	2610002M06Rik	RIKEN cDNA 2610002M06 gene	67028	-6.41	https://www.ncbi.nlm.nih.gov/gene/?term=67028
2610008E11Rik	2610008E11Rik	RIKEN cDNA 2610008E11 gene	72128	4.97	https://www.ncbi.nlm.nih.gov/gene/?term=72128
2610021A01Rik	2610021A01Rik	RIKEN cDNA 2610021A01 gene	668572	-0.04	https://www.ncbi.nlm.nih.gov/gene/?term=668572
2610044O15Rik8	2610044O15Rik8	RIKEN cDNA 2610044O15 gene	72139	0.97	https://www.ncbi.nlm.nih.gov/gene/?term=72139
2610301B20Rik	2610301B20Rik	RIKEN cDNA 2610301B20 gene	67157	-2.68	https://www.ncbi.nlm.nih.gov/gene/?term=67157
2610507B11Rik	2610507B11Rik	RIKEN cDNA 2610507B11 gene	72503	3.69	https://www.ncbi.nlm.nih.gov/gene/?term=72503
2610524H06Rik	2610524H06Rik	RIKEN cDNA 2610524H06 gene	330173	0.94	https://www.ncbi.nlm.nih.gov/gene/?term=330173
2610528A11Rik	2610528A11Rik	RIKEN cDNA 2610528A11 gene	70045	-0.47	https://www.ncbi.nlm.nih.gov/gene/?term=70045
2700049A03Rik	2700049A03Rik	RIKEN cDNA 2700049A03 gene	76967	2.93	https://www.ncbi.nlm.nih.gov/gene/?term=76967
2700062C07Rik	2700062C07Rik	RIKEN cDNA 2700062C07 gene	68046	0.91	https://www.ncbi.nlm.nih.gov/gene/?term=68046
2700081O15Rik	2700081O15Rik	RIKEN cDNA 2700081O15 gene	108899	2.89	https://www.ncbi.nlm.nih.gov/gene/?term=108899
2700097O09Rik	2700097O09Rik	RIKEN cDNA 2700097O09 gene	72658	1.91	https://www.ncbi.nlm.nih.gov/gene/?term=72658
2810004N23Rik	2810004N23Rik	RIKEN cDNA 2810004N23 gene	66523	1.56	https://www.ncbi.nlm.nih.gov/gene/?term=66523
2810006K23Rik	2810006K23Rik	RIKEN cDNA 2810006K23 gene	72650	-0.05	https://www.ncbi.nlm.nih.gov/gene/?term=72650
2810021J22Rik	2810021J22Rik	RIKEN cDNA 2810021J22 gene	69944	0.71	https://www.ncbi.nlm.nih.gov/gene/?term=69944
2810459M11Rik	2810459M11Rik	RIKEN cDNA 2810459M11 gene	72792	-2.11	https://www.ncbi.nlm.nih.gov/gene/?term=72792
2900011O08Rik	2900011O08Rik	RIKEN cDNA 2900011O08 gene	67254	-1.72	https://www.ncbi.nlm.nih.gov/gene/?term=67254
2900026A02Rik	2900026A02Rik	RIKEN cDNA 2900026A02 gene	243219	0.79	https://www.ncbi.nlm.nih.gov/gene/?term=243219
2900055J20Rik	2900055J20Rik	RIKEN cDNA 2900055J20 gene	73001	-2.39	https://www.ncbi.nlm.nih.gov/gene/?term=73001
3110040N11Rik	3110040N11Rik	RIKEN cDNA 3110040N11 gene	67290	0.12	https://www.ncbi.nlm.nih.gov/gene/?term=67290
3110082I17Rik	3110082I17Rik	RIKEN cDNA 3110082I17 gene	73212	0.48	https://www.ncbi.nlm.nih.gov/gene/?term=73212
3300002I08Rik	3300002I08Rik	RIKEN cDNA 3300002I08 gene	69277	-0.31	https://www.ncbi.nlm.nih.gov/gene/?term=69277
3830403N18Rik	3830403N18Rik	RIKEN cDNA 3830403N18 gene	70691	1.44	https://www.ncbi.nlm.nih.gov/gene/?term=70691
3830406C13Rik	3830406C13Rik	RIKEN cDNA 3830406C13 gene	218734	-0.75	https://www.ncbi.nlm.nih.gov/gene/?term=218734
4430402I18Rik	4430402I18Rik	RIKEN cDNA 4430402I18 gene	381218	-1.33	https://www.ncbi.nlm.nih.gov/gene/?term=381218
4833420G17Rik	4833420G17Rik	RIKEN cDNA 4833420G17 gene	67392	3.45	https://www.ncbi.nlm.nih.gov/gene/?term=67392
4833439L19Rik	4833439L19Rik	RIKEN cDNA 4833439L19 gene	97820	-0.51	https://www.ncbi.nlm.nih.gov/gene/?term=97820
4921507P07Rik	4921507P07Rik	RIKEN cDNA 4921507P07 gene	70821	-0.15	https://www.ncbi.nlm.nih.gov/gene/?term=70821
4921524J17Rik	4921524J17Rik	RIKEN cDNA 4921524J17 gene	66714	-0.62	https://www.ncbi.nlm.nih.gov/gene/?term=66714
4921536K21Rik	4921536K21Rik	RIKEN cDNA 4921536K21 gene	67430	0.14	https://www.ncbi.nlm.nih.gov/gene/?term=67430
4930402H24Rik	4930402H24Rik	RIKEN cDNA 4930402H24 gene	228602	-1.54	https://www.ncbi.nlm.nih.gov/gene/?term=228602
4930430F08Rik	4930430F08Rik	RIKEN cDNA 4930430F08 gene	68281	-2.21	https://www.ncbi.nlm.nih.gov/gene/?term=68281
4930432K21Rik	4930432K21Rik	RIKEN cDNA 4930432K21 gene	74666	-1.34	https://www.ncbi.nlm.nih.gov/gene/?term=74666
4930444P10Rik	4930444P10Rik	RIKEN cDNA 4930444P10 gene	75799	0.62	https://www.ncbi.nlm.nih.gov/gene/?term=75799
4930447C04Rik	4930447C04Rik	RIKEN cDNA 4930447C04 gene	75801	2.53	https://www.ncbi.nlm.nih.gov/gene/?term=75801
4930451G09Rik	4930451G09Rik	RIKEN cDNA 4930451G09 gene	74684	-0.15	https://www.ncbi.nlm.nih.gov/gene/?term=74684
4930452B06Rik	4930452B06Rik	RIKEN cDNA 4930452B06 gene	74430	-1.06	https://www.ncbi.nlm.nih.gov/gene/?term=74430
4930453N24Rik	4930453N24Rik	RIKEN cDNA 4930453N24 gene	67609	-1.92	https://www.ncbi.nlm.nih.gov/gene/?term=67609
4930503L19Rik	4930503L19Rik	RIKEN cDNA 4930503L19 gene	269033	-0.53	https://www.ncbi.nlm.nih.gov/gene/?term=269033
4930512M02Rik	4930512M02Rik	RIKEN cDNA 4930512M02 gene	102631730	-0.91	https://www.ncbi.nlm.nih.gov/gene/?term=102631730
4930516K23Rik	4930516K23Rik	RIKEN cDNA 4930516K23 gene	76875	0.55	https://www.ncbi.nlm.nih.gov/gene/?term=76875
4930522L14Rik	4930522L14Rik	RIKEN cDNA 4930522L14 gene	100041734	-0.83	https://www.ncbi.nlm.nih.gov/gene/?term=100041734
4930523C07Rik	4930523C07Rik	RIKEN cDNA 4930523C07 gene	67647	-1.27	https://www.ncbi.nlm.nih.gov/gene/?term=67647
4930539E08Rik	4930539E08Rik	RIKEN cDNA 4930539E08 gene	207819	0.62	https://www.ncbi.nlm.nih.gov/gene/?term=207819
4930578G10Rik	4930578G10Rik	RIKEN cDNA 4930578G10 gene	102638670	-0.43	https://www.ncbi.nlm.nih.gov/gene/?term=102638670
4930579G24Rik	4930579G24Rik	RIKEN cDNA 4930579G24 gene	75939	-0.04	https://www.ncbi.nlm.nih.gov/gene/?term=75939
4930590J08Rik	4930590J08Rik	RIKEN cDNA 4930590J08 gene	381798	0.82	https://www.ncbi.nlm.nih.gov/gene/?term=381798
4931406B18Rik	4931406B18Rik	RIKEN cDNA 4931406B18 gene	74054	-1.49	https://www.ncbi.nlm.nih.gov/gene/?term=74054
4931406C07Rik	4931406C07Rik	RIKEN cDNA 4931406C07 gene	70984	0.62	https://www.ncbi.nlm.nih.gov/gene/?term=70984
4931406P16Rik	4931406P16Rik	RIKEN cDNA 4931406P16 gene	233103	-1.15	https://www.ncbi.nlm.nih.gov/gene/?term=233103
4931414P19Rik	4931414P19Rik	RIKEN cDNA 4931414P19 gene	74359	1.58	https://www.ncbi.nlm.nih.gov/gene/?term=74359
4931428F04Rik	4931428F04Rik	RIKEN cDNA 4931428F04 gene	74356	-0.04	https://www.ncbi.nlm.nih.gov/gene/?term=74356
4932414N04Rik	4932414N04Rik	RIKEN cDNA 4932414N04 gene	75721	0.57	https://www.ncbi.nlm.nih.gov/gene/?term=75721
4932438A13Rik	4932438A13Rik	RIKEN cDNA 4932438A13 gene	229227	4.25	https://www.ncbi.nlm.nih.gov/gene/?term=229227
4932438H23Rik	4932438H23Rik	RIKEN cDNA 4932438H23 gene	74387	1.56	https://www.ncbi.nlm.nih.gov/gene/?term=74387
4933407L21Rik	4933407L21Rik	RIKEN cDNA 4933407L21 gene	71141	-0.46	https://www.ncbi.nlm.nih.gov/gene/?term=71141
4933427D14Rik	4933427D14Rik	RIKEN cDNA 4933427D14 gene	74477	2.09	https://www.ncbi.nlm.nih.gov/gene/?term=74477
4933427I04Rik	4933427I04Rik	Riken cDNA 4933427I04 gene	664620	-0.36	https://www.ncbi.nlm.nih.gov/gene/?term=664620
4933434E20Rik	4933434E20Rik	RIKEN cDNA 4933434E20 gene	99650	0.41	https://www.ncbi.nlm.nih.gov/gene/?term=99650
5031439G07Rik	5031439G07Rik	RIKEN cDNA 5031439G07 gene	223739	2.76	https://www.ncbi.nlm.nih.gov/gene/?term=223739
5330417C22Rik	5330417C22Rik	RIKEN cDNA 5330417C22 gene	229722	-1.06	https://www.ncbi.nlm.nih.gov/gene/?term=229722
5430403G16Rik	5430403G16Rik	RIKEN cDNA 5430403G16 gene	77200	-0.83	https://www.ncbi.nlm.nih.gov/gene/?term=77200
5430427O19Rik	5430427O19Rik	RIKEN cDNA 5430427O19 gene	71398	1.04	https://www.ncbi.nlm.nih.gov/gene/?term=71398
5730409E04Rik	5730409E04Rik	RIKEN cDNA 5730409E04Rik gene	230757	-1.49	https://www.ncbi.nlm.nih.gov/gene/?term=230757
5730455P16Rik	5730455P16Rik	RIKEN cDNA 5730455P16 gene	70591	-1.95	https://www.ncbi.nlm.nih.gov/gene/?term=70591
5730480H06Rik	5730480H06Rik	RIKEN cDNA 5730480H06 gene	70592	-0.99	https://www.ncbi.nlm.nih.gov/gene/?term=70592
5730507C01Rik	5730507C01Rik	RIKEN cDNA 5730507C01 gene	236366	-0.77	https://www.ncbi.nlm.nih.gov/gene/?term=236366
5730522E02Rik	5730522E02Rik	RIKEN cDNA 5730522E02 gene	70626	0.22	https://www.ncbi.nlm.nih.gov/gene/?term=70626
6030458C11Rik	6030458C11Rik	RIKEN cDNA 6030458C11 gene	77877	0.25	https://www.ncbi.nlm.nih.gov/gene/?term=77877
6430548M08Rik	6430548M08Rik	RIKEN cDNA 6430548M08 gene	234797	-2.38	https://www.ncbi.nlm.nih.gov/gene/?term=234797
6430571L13Rik	6430571L13Rik	RIKEN cDNA 6430571L13 gene	235599	-1.6	https://www.ncbi.nlm.nih.gov/gene/?term=235599
6720489N17Rik	6720489N17Rik	RIKEN cDNA 6720489N17 gene	211378	0.43	https://www.ncbi.nlm.nih.gov/gene/?term=211378
6820408C15Rik	6820408C15Rik	RIKEN cDNA 6820408C15 gene	228778	0.65	https://www.ncbi.nlm.nih.gov/gene/?term=228778
8030462N17Rik	8030462N17Rik	RIKEN cDNA 8030462N17 gene	212163	-2.63	https://www.ncbi.nlm.nih.gov/gene/?term=212163
9030624G23Rik	9030624G23Rik	RIKEN cDNA 9030624G23 gene	66808	-0.66	https://www.ncbi.nlm.nih.gov/gene/?term=66808
9130019O22Rik	9130019O22Rik	RIKEN cDNA 9130019O22 gene	78921	2.11	https://www.ncbi.nlm.nih.gov/gene/?term=78921
9130023H24Rik	9130023H24Rik	RIKEN cDNA 9130023H24 gene	100043133	1.31	https://www.ncbi.nlm.nih.gov/gene/?term=100043133
9130230L23Rik	9130230L23Rik	RIKEN cDNA 9130230L23 gene	231253	-0.12	https://www.ncbi.nlm.nih.gov/gene/?term=231253
9130401M01Rik	9130401M01Rik	RIKEN cDNA 9130401M01 gene	75758	0.16	https://www.ncbi.nlm.nih.gov/gene/?term=75758
9330159F19Rik	9330159F19Rik	RIKEN cDNA 9330159F19 gene	212448	-1.48	https://www.ncbi.nlm.nih.gov/gene/?term=212448
9330182L06Rik	9330182L06Rik	RIKEN cDNA 9330182L06 gene	231014	-3.34	https://www.ncbi.nlm.nih.gov/gene/?term=231014
9430015G10Rik	9430015G10Rik	RIKEN cDNA 9430015G10 gene	230996	2.74	https://www.ncbi.nlm.nih.gov/gene/?term=230996
9430038I01Rik	9430038I01Rik	RIKEN cDNA 9430038I01 gene	77252	2.11	https://www.ncbi.nlm.nih.gov/gene/?term=77252
9530053A07Rik	9530053A07Rik	RIKEN cDNA 9530053A07 gene	319482	0.23	https://www.ncbi.nlm.nih.gov/gene/?term=319482
9530068E07Rik	9530068E07Rik	RIKEN cDNA 9530068E07 gene	213673	1.94	https://www.ncbi.nlm.nih.gov/gene/?term=213673
9530077C05Rik	9530077C05Rik	RIKEN cDNA 9530077C05 gene	68283	-1.7	https://www.ncbi.nlm.nih.gov/gene/?term=68283
9930021J03Rik	9930021J03Rik	RIKEN cDNA 9930021J03 gene	240613	0.52	https://www.ncbi.nlm.nih.gov/gene/?term=240613
9930111J21Rik1	9930111J21Rik1	RIKEN cDNA 9930111J21 gene 1	667214	1.84	https://www.ncbi.nlm.nih.gov/gene/?term=667214
9930111J21Rik2	9930111J21Rik2	RIKEN cDNA 9930111J21 gene 2	245240	1.68	https://www.ncbi.nlm.nih.gov/gene/?term=245240
A130010J15Rik	A130010J15Rik	RIKEN cDNA A130010J15 gene	319266	1.61	https://www.ncbi.nlm.nih.gov/gene/?term=319266
A130051J06Rik	A130051J06Rik	RIKEN cDNA A130051J0 gene	791370	0.49	https://www.ncbi.nlm.nih.gov/gene/?term=791370
A230050P20Rik	A230050P20Rik	RIKEN cDNA A230050P20 gene	319278	-0.38	https://www.ncbi.nlm.nih.gov/gene/?term=319278
A2m	A2m	alpha-2-macroglobulin	232345	-0.13	https://www.ncbi.nlm.nih.gov/gene/?term=232345
A2ml1	A2ml1	alpha-2-macroglobulin like 1	232400	-2.53	https://www.ncbi.nlm.nih.gov/gene/?term=232400
A430005L14Rik	A430005L14Rik	RIKEN cDNA A430005L14 gene	97159	0.42	https://www.ncbi.nlm.nih.gov/gene/?term=97159
A430033K04Rik	A430033K04Rik	RIKEN cDNA A430033K04 gene	243308	0.82	https://www.ncbi.nlm.nih.gov/gene/?term=243308
A630001G21Rik	A630001G21Rik	RIKEN cDNA A630001G21 gene	319997	1.56	https://www.ncbi.nlm.nih.gov/gene/?term=319997
A630010A05Rik	A630010A05Rik	RIKEN cDNA A630010A05 gene	545280	0.3	https://www.ncbi.nlm.nih.gov/gene/?term=545280
A730046J19Rik	A730046J19Rik	RIKEN cDNA A730046J19 gene	319764	-0.73	https://www.ncbi.nlm.nih.gov/gene/?term=319764
A830018L16Rik	A830018L16Rik	RIKEN cDNA A830018L16 gene	320492	-2.04	https://www.ncbi.nlm.nih.gov/gene/?term=320492
A930004D18Rik	A930004D18Rik	RIKEN cDNA A930004D18 gene	77940	0.66	https://www.ncbi.nlm.nih.gov/gene/?term=77940
A930017K11Rik	A930017K11Rik	RIKEN cDNA A930017K11 gene	100034748	-0.82	https://www.ncbi.nlm.nih.gov/gene/?term=100034748
A930033H14Rik	A930033H14Rik	RIKEN cDNA A930033H14 gene	320700	0.63	https://www.ncbi.nlm.nih.gov/gene/?term=320700
AA986860	AA986860	expressed sequence AA986860	212439	1.07	https://www.ncbi.nlm.nih.gov/gene/?term=212439
AB124611	AB124611	cDNA sequence AB124611	382062	1.49	https://www.ncbi.nlm.nih.gov/gene/?term=382062
AI413582	AI413582	expressed sequence AI413582	106672	-1.88	https://www.ncbi.nlm.nih.gov/gene/?term=106672
