userId	geneSymbol	geneName	entrezgene	score	gLink
1700029I15Rik	1700029I15Rik	RIKEN cDNA 1700029I15 gene	75641	1.576148851	https://www.ncbi.nlm.nih.gov/gene/?term=75641
1700029J07Rik	1700029J07Rik	RIKEN cDNA 1700029J07 gene	69479	2.581102935	https://www.ncbi.nlm.nih.gov/gene/?term=69479
1700030K09Rik	1700030K09Rik	RIKEN cDNA 1700030K09 gene	72254	-2.3572008	https://www.ncbi.nlm.nih.gov/gene/?term=72254
1700034I23Rik	1700034I23Rik	NA	73297	1.535836277	https://www.ncbi.nlm.nih.gov/gene/?term=73297
1700034J05Rik	1700034J05Rik	RIKEN cDNA 1700034J05 gene	73344	1.158161637	https://www.ncbi.nlm.nih.gov/gene/?term=73344
1700037C18Rik	1700037C18Rik	RIKEN cDNA 1700037C18 gene	73261	2.195648152	https://www.ncbi.nlm.nih.gov/gene/?term=73261
1700037H04Rik	1700037H04Rik	RIKEN cDNA 1700037H04 gene	67326	-4.863667893	https://www.ncbi.nlm.nih.gov/gene/?term=67326
1700047I17Rik2	1700047I17Rik2	RIKEN cDNA 1700047I17 gene 2	100101807	-5.706636961	https://www.ncbi.nlm.nih.gov/gene/?term=100101807
1700057G04Rik	1700057G04Rik	RIKEN cDNA 1700057G04 gene	78459	0.924163237	https://www.ncbi.nlm.nih.gov/gene/?term=78459
1700061G19Rik	1700061G19Rik	RIKEN cDNA 1700061G19 gene	78625	1.187455084	https://www.ncbi.nlm.nih.gov/gene/?term=78625
1700064H15Rik	1700064H15Rik	RIKEN cDNA 1700064H15 gene	102633032	1.457621478	https://www.ncbi.nlm.nih.gov/gene/?term=102633032
1700066M21Rik	1700066M21Rik	RIKEN cDNA 1700066M21 gene	73467	-0.925314253	https://www.ncbi.nlm.nih.gov/gene/?term=73467
1700067K01Rik	1700067K01Rik	RIKEN cDNA 1700067K01 gene	73453	0.788568583	https://www.ncbi.nlm.nih.gov/gene/?term=73453
1700086D15Rik	1700086D15Rik	RIKEN cDNA 1700086D15 gene	74282	1.550372904	https://www.ncbi.nlm.nih.gov/gene/?term=74282
1700102P08Rik	1700102P08Rik	RIKEN cDNA 1700102P08 gene	112418	-0.480298561	https://www.ncbi.nlm.nih.gov/gene/?term=112418
1700109H08Rik	1700109H08Rik	RIKEN cDNA 1700109H08 gene	77036	1.25620491	https://www.ncbi.nlm.nih.gov/gene/?term=77036
1700123O20Rik	1700123O20Rik	RIKEN cDNA 1700123O20 gene	58248	1.919446868	https://www.ncbi.nlm.nih.gov/gene/?term=58248
1810009A15Rik	1810009A15Rik	RIKEN cDNA 1810009A15 gene	66276	2.932064933	https://www.ncbi.nlm.nih.gov/gene/?term=66276
1810010H24Rik	1810010H24Rik	RIKEN cDNA 1810010H24 gene	69066	1.479077778	https://www.ncbi.nlm.nih.gov/gene/?term=69066
1810013L24Rik	1810013L24Rik	RIKEN cDNA 1810013L24 gene	69053	1.154463742	https://www.ncbi.nlm.nih.gov/gene/?term=69053
1810022K09Rik	1810022K09Rik	RIKEN cDNA 1810022K09 gene	69126	-1.540618287	https://www.ncbi.nlm.nih.gov/gene/?term=69126
1810024B03Rik	1810024B03Rik	RIKEN cDNA 1810024B03 gene	329509	-1.704048073	https://www.ncbi.nlm.nih.gov/gene/?term=329509
1810030O07Rik	1810030O07Rik	RIKEN cDNA 1810030O07 gene	69155	-0.216277351	https://www.ncbi.nlm.nih.gov/gene/?term=69155
1810032O08Rik	1810032O08Rik	RIKEN cDNA 1810032O08 gene	66293	1.343533741	https://www.ncbi.nlm.nih.gov/gene/?term=66293
1810037I17Rik	1810037I17Rik	RIKEN cDNA 1810037I17 gene	67704	-2.295809035	https://www.ncbi.nlm.nih.gov/gene/?term=67704
1810043G02Rik	1810043G02Rik	RIKEN cDNA 1810043G02 gene	67884	0.268079129	https://www.ncbi.nlm.nih.gov/gene/?term=67884
1810055G02Rik	1810055G02Rik	RIKEN cDNA 1810055G02 gene	72056	-1.138530133	https://www.ncbi.nlm.nih.gov/gene/?term=72056
2010109A12Rik	2010109A12Rik	RIKEN cDNA 2010109A12 gene	75610	1.416353784	https://www.ncbi.nlm.nih.gov/gene/?term=75610
2010109I03Rik	2010109I03Rik	RIKEN cDNA 2010109I03 gene	67038	0.969207065	https://www.ncbi.nlm.nih.gov/gene/?term=67038
2010111I01Rik	2010111I01Rik	RIKEN cDNA 2010111I01 gene	72061	0.015066147	https://www.ncbi.nlm.nih.gov/gene/?term=72061
2010300C02Rik	2010300C02Rik	RIKEN cDNA 2010300C02 gene	72097	-4.486030748	https://www.ncbi.nlm.nih.gov/gene/?term=72097
2010315B03Rik	2010315B03Rik	RIKEN cDNA 2010315B03 gene	630836	-0.591721553	https://www.ncbi.nlm.nih.gov/gene/?term=630836
2200002D01Rik	2200002D01Rik	RIKEN cDNA 2200002D01 gene	72275	1.509928918	https://www.ncbi.nlm.nih.gov/gene/?term=72275
2210010C04Rik	2210010C04Rik	RIKEN cDNA 2210010C04 gene	67373	0.206713127	https://www.ncbi.nlm.nih.gov/gene/?term=67373
2210011C24Rik	2210011C24Rik	RIKEN cDNA 2210011C24 gene	70134	0.837659051	https://www.ncbi.nlm.nih.gov/gene/?term=70134
2210016F16Rik	2210016F16Rik	RIKEN cDNA 2210016F16 gene	70153	2.287304148	https://www.ncbi.nlm.nih.gov/gene/?term=70153
2210016L21Rik	2210016L21Rik	RIKEN cDNA 2210016L21 gene	72357	-2.905558789	https://www.ncbi.nlm.nih.gov/gene/?term=72357
2210017I01Rik	2210017I01Rik	RIKEN cDNA 2210017I01 gene	545546	1.17678474	https://www.ncbi.nlm.nih.gov/gene/?term=545546
2210408I21Rik	2210408I21Rik	RIKEN cDNA 2210408I21 gene	72371	1.840329724	https://www.ncbi.nlm.nih.gov/gene/?term=72371
2210418O10Rik	2210418O10Rik	RIKEN cDNA 2210418O10 gene	100504263	4.366871834	https://www.ncbi.nlm.nih.gov/gene/?term=100504263
2300009A05Rik	2300009A05Rik	RIKEN cDNA 2300009A05 gene	69478	0.543677282	https://www.ncbi.nlm.nih.gov/gene/?term=69478
2310009B15Rik	2310009B15Rik	RIKEN cDNA 2310009B15 gene	69549	-0.838142578	https://www.ncbi.nlm.nih.gov/gene/?term=69549
2310011J03Rik	2310011J03Rik	RIKEN cDNA 2310011J03 gene	66374	-0.073290996	https://www.ncbi.nlm.nih.gov/gene/?term=66374
2310022A10Rik	2310022A10Rik	RIKEN cDNA 2310022A10 gene	66367	-0.48685957	https://www.ncbi.nlm.nih.gov/gene/?term=66367
2310022B05Rik	2310022B05Rik	RIKEN cDNA 2310022B05 gene	69551	0.150270629	https://www.ncbi.nlm.nih.gov/gene/?term=69551
2310030G06Rik	2310030G06Rik	RIKEN cDNA 2310030G06 gene	66952	1.149085802	https://www.ncbi.nlm.nih.gov/gene/?term=66952
2310033P09Rik	2310033P09Rik	RIKEN cDNA 2310033P09 gene	67862	2.134973401	https://www.ncbi.nlm.nih.gov/gene/?term=67862
2310034G01Rik	2310034G01Rik	RIKEN cDNA 2310034G01 gene	75579	-1.054755122	https://www.ncbi.nlm.nih.gov/gene/?term=75579
2310039H08Rik	2310039H08Rik	RIKEN cDNA 2310039H08 gene	67101	-0.623889424	https://www.ncbi.nlm.nih.gov/gene/?term=67101
2310057J18Rik	2310057J18Rik	RIKEN cDNA 2310057J18 gene	67719	0.48110945	https://www.ncbi.nlm.nih.gov/gene/?term=67719
2310057M21Rik	2310057M21Rik	RIKEN cDNA 2310057M21 gene	68277	-1.202132283	https://www.ncbi.nlm.nih.gov/gene/?term=68277
2310061I04Rik	2310061I04Rik	RIKEN cDNA 2310061I04 gene	69662	-1.88029104	https://www.ncbi.nlm.nih.gov/gene/?term=69662
2410002F23Rik	2410002F23Rik	RIKEN cDNA 2410002F23 gene	668661	-0.233744429	https://www.ncbi.nlm.nih.gov/gene/?term=668661
2410004B18Rik	2410004B18Rik	RIKEN cDNA 2410004B18 gene	66421	-0.335608724	https://www.ncbi.nlm.nih.gov/gene/?term=66421
2410004P03Rik	2410004P03Rik	RIKEN cDNA 2410004P03 gene	73667	-2.221841267	https://www.ncbi.nlm.nih.gov/gene/?term=73667
2410015M20Rik	2410015M20Rik	RIKEN cDNA 2410015M20 gene	224904	0.625740365	https://www.ncbi.nlm.nih.gov/gene/?term=224904
2410131K14Rik	2410131K14Rik	RIKEN cDNA 2410131K14 gene	76792	1.439753419	https://www.ncbi.nlm.nih.gov/gene/?term=76792
2410141K09Rik	2410141K09Rik	RIKEN cDNA 2410141K09 gene	76803	1.008653713	https://www.ncbi.nlm.nih.gov/gene/?term=76803
2510002D24Rik	2510002D24Rik	RIKEN cDNA 2510002D24 gene	72307	-1.09817957	https://www.ncbi.nlm.nih.gov/gene/?term=72307
2510009E07Rik	2510009E07Rik	RIKEN cDNA 2510009E07 gene	72190	1.706197689	https://www.ncbi.nlm.nih.gov/gene/?term=72190
2510039O18Rik	2510039O18Rik	RIKEN cDNA 2510039O18 gene	77034	0.0350948	https://www.ncbi.nlm.nih.gov/gene/?term=77034
2610001J05Rik	2610001J05Rik	RIKEN cDNA 2610001J05 gene	66520	3.288297144	https://www.ncbi.nlm.nih.gov/gene/?term=66520
2610002M06Rik	2610002M06Rik	RIKEN cDNA 2610002M06 gene	67028	-2.603530262	https://www.ncbi.nlm.nih.gov/gene/?term=67028
2610008E11Rik	2610008E11Rik	RIKEN cDNA 2610008E11 gene	72128	-3.544598543	https://www.ncbi.nlm.nih.gov/gene/?term=72128
2610021A01Rik	2610021A01Rik	RIKEN cDNA 2610021A01 gene	668572	1.732684933	https://www.ncbi.nlm.nih.gov/gene/?term=668572
2610028H24Rik	2610028H24Rik	RIKEN cDNA 2610028H24 gene	76964	-2.307513317	https://www.ncbi.nlm.nih.gov/gene/?term=76964
2610042L04Rik	2610042L04Rik	RIKEN cDNA 2610042L04 gene	554327	-0.456723095	https://www.ncbi.nlm.nih.gov/gene/?term=554327
2610044O15Rik8	2610044O15Rik8	RIKEN cDNA 2610044O15 gene	72139	0.304255056	https://www.ncbi.nlm.nih.gov/gene/?term=72139
2610301B20Rik	2610301B20Rik	RIKEN cDNA 2610301B20 gene	67157	-3.290391604	https://www.ncbi.nlm.nih.gov/gene/?term=67157
2610318N02Rik	2610318N02Rik	RIKEN cDNA 2610318N02 gene	70458	-0.273705832	https://www.ncbi.nlm.nih.gov/gene/?term=70458
2610507B11Rik	2610507B11Rik	RIKEN cDNA 2610507B11 gene	72503	-2.155374915	https://www.ncbi.nlm.nih.gov/gene/?term=72503
2610524H06Rik	2610524H06Rik	RIKEN cDNA 2610524H06 gene	330173	-3.504816951	https://www.ncbi.nlm.nih.gov/gene/?term=330173
2610528A11Rik	2610528A11Rik	RIKEN cDNA 2610528A11 gene	70045	3.262434428	https://www.ncbi.nlm.nih.gov/gene/?term=70045
2700049A03Rik	2700049A03Rik	RIKEN cDNA 2700049A03 gene	76967	2.057900813	https://www.ncbi.nlm.nih.gov/gene/?term=76967
2700062C07Rik	2700062C07Rik	RIKEN cDNA 2700062C07 gene	68046	0.872837213	https://www.ncbi.nlm.nih.gov/gene/?term=68046
2700081O15Rik	2700081O15Rik	RIKEN cDNA 2700081O15 gene	108899	1.685010332	https://www.ncbi.nlm.nih.gov/gene/?term=108899
2700097O09Rik	2700097O09Rik	RIKEN cDNA 2700097O09 gene	72658	0.473265568	https://www.ncbi.nlm.nih.gov/gene/?term=72658
2810004N23Rik	2810004N23Rik	RIKEN cDNA 2810004N23 gene	66523	-0.480172414	https://www.ncbi.nlm.nih.gov/gene/?term=66523
2810006K23Rik	2810006K23Rik	RIKEN cDNA 2810006K23 gene	72650	2.238062352	https://www.ncbi.nlm.nih.gov/gene/?term=72650
2810021J22Rik	2810021J22Rik	RIKEN cDNA 2810021J22 gene	69944	-1.960144053	https://www.ncbi.nlm.nih.gov/gene/?term=69944
2810408A11Rik	2810408A11Rik	RIKEN cDNA 2810408A11 gene	70419	0.07339171	https://www.ncbi.nlm.nih.gov/gene/?term=70419
2810459M11Rik	2810459M11Rik	RIKEN cDNA 2810459M11 gene	72792	0.566685031	https://www.ncbi.nlm.nih.gov/gene/?term=72792
2900011O08Rik	2900011O08Rik	RIKEN cDNA 2900011O08 gene	67254	-5.393696467	https://www.ncbi.nlm.nih.gov/gene/?term=67254
2900026A02Rik	2900026A02Rik	RIKEN cDNA 2900026A02 gene	243219	-2.711796882	https://www.ncbi.nlm.nih.gov/gene/?term=243219
2900055J20Rik	2900055J20Rik	RIKEN cDNA 2900055J20 gene	73001	-0.599909194	https://www.ncbi.nlm.nih.gov/gene/?term=73001
3100002H09Rik	3100002H09Rik	RIKEN cDNA 3100002H09 gene	70249	0.933310509	https://www.ncbi.nlm.nih.gov/gene/?term=70249
3110009E18Rik	3110009E18Rik	RIKEN cDNA 3110009E18 gene	73103	-0.091101296	https://www.ncbi.nlm.nih.gov/gene/?term=73103
3110040N11Rik	3110040N11Rik	RIKEN cDNA 3110040N11 gene	67290	-2.506701594	https://www.ncbi.nlm.nih.gov/gene/?term=67290
3110070M22Rik	3110070M22Rik	RIKEN cDNA 3110070M22 gene	67304	0.979188529	https://www.ncbi.nlm.nih.gov/gene/?term=67304
3110082I17Rik	3110082I17Rik	RIKEN cDNA 3110082I17 gene	73212	-0.083808967	https://www.ncbi.nlm.nih.gov/gene/?term=73212
3110082J24Rik	3110082J24Rik	RIKEN cDNA 3110082J24 gene	433868	0.115827712	https://www.ncbi.nlm.nih.gov/gene/?term=433868
3300002I08Rik	3300002I08Rik	RIKEN cDNA 3300002I08 gene	69277	1.135706613	https://www.ncbi.nlm.nih.gov/gene/?term=69277
3425401B19Rik	3425401B19Rik	RIKEN cDNA 3425401B19 gene	100504518	0.225970559	https://www.ncbi.nlm.nih.gov/gene/?term=100504518
3830403N18Rik	3830403N18Rik	RIKEN cDNA 3830403N18 gene	70691	4.397035883	https://www.ncbi.nlm.nih.gov/gene/?term=70691
3830406C13Rik	3830406C13Rik	RIKEN cDNA 3830406C13 gene	218734	-0.953021283	https://www.ncbi.nlm.nih.gov/gene/?term=218734
4430402I18Rik	4430402I18Rik	RIKEN cDNA 4430402I18 gene	381218	0.050416067	https://www.ncbi.nlm.nih.gov/gene/?term=381218
4833420G17Rik	4833420G17Rik	RIKEN cDNA 4833420G17 gene	67392	1.671145701	https://www.ncbi.nlm.nih.gov/gene/?term=67392
4833423E24Rik	4833423E24Rik	RIKEN cDNA 4833423E24 gene	228151	1.212858518	https://www.ncbi.nlm.nih.gov/gene/?term=228151
4833439L19Rik	4833439L19Rik	RIKEN cDNA 4833439L19 gene	97820	-3.213584423	https://www.ncbi.nlm.nih.gov/gene/?term=97820
4921507P07Rik	4921507P07Rik	RIKEN cDNA 4921507P07 gene	70821	-0.344819645	https://www.ncbi.nlm.nih.gov/gene/?term=70821
4921524J17Rik	4921524J17Rik	RIKEN cDNA 4921524J17 gene	66714	-4.633490214	https://www.ncbi.nlm.nih.gov/gene/?term=66714
4921536K21Rik	4921536K21Rik	RIKEN cDNA 4921536K21 gene	67430	1.748217524	https://www.ncbi.nlm.nih.gov/gene/?term=67430
4930402H24Rik	4930402H24Rik	RIKEN cDNA 4930402H24 gene	228602	-2.6100006	https://www.ncbi.nlm.nih.gov/gene/?term=228602
4930404H24Rik	4930404H24Rik	RIKEN cDNA 4930404H24 gene	78151	0.931606688	https://www.ncbi.nlm.nih.gov/gene/?term=78151
4930404N11Rik	4930404N11Rik	RIKEN cDNA 4930404N11 gene	432479	-0.020527132	https://www.ncbi.nlm.nih.gov/gene/?term=432479
4930426L09Rik	4930426L09Rik	RIKEN cDNA 4930426L09 gene	74629	2.854743136	https://www.ncbi.nlm.nih.gov/gene/?term=74629
4930430F08Rik	4930430F08Rik	RIKEN cDNA 4930430F08 gene	68281	2.719793133	https://www.ncbi.nlm.nih.gov/gene/?term=68281
4930432K21Rik	4930432K21Rik	RIKEN cDNA 4930432K21 gene	74666	2.148620668	https://www.ncbi.nlm.nih.gov/gene/?term=74666
4930444G20Rik	4930444G20Rik	RIKEN cDNA 4930444G20 gene	114671	0.071669882	https://www.ncbi.nlm.nih.gov/gene/?term=114671
4930444P10Rik	4930444P10Rik	RIKEN cDNA 4930444P10 gene	75799	2.177583269	https://www.ncbi.nlm.nih.gov/gene/?term=75799
4930447C04Rik	4930447C04Rik	RIKEN cDNA 4930447C04 gene	75801	4.128419614	https://www.ncbi.nlm.nih.gov/gene/?term=75801
4930451G09Rik	4930451G09Rik	RIKEN cDNA 4930451G09 gene	74684	-1.148581336	https://www.ncbi.nlm.nih.gov/gene/?term=74684
4930452B06Rik	4930452B06Rik	RIKEN cDNA 4930452B06 gene	74430	-0.061030317	https://www.ncbi.nlm.nih.gov/gene/?term=74430
4930453N24Rik	4930453N24Rik	RIKEN cDNA 4930453N24 gene	67609	-2.576472362	https://www.ncbi.nlm.nih.gov/gene/?term=67609
4930467E23Rik	4930467E23Rik	RIKEN cDNA 4930467E23 gene	626415	0.432712319	https://www.ncbi.nlm.nih.gov/gene/?term=626415
4930469K13Rik	4930469K13Rik	RIKEN cDNA 4930469K13 gene	76874	-1.38701513	https://www.ncbi.nlm.nih.gov/gene/?term=76874
4930474N05Rik	4930474N05Rik	RIKEN cDNA 4930474N05 gene	218921	1.144665586	https://www.ncbi.nlm.nih.gov/gene/?term=218921
4930486L24Rik	4930486L24Rik	RIKEN cDNA 4930486L24 gene	214639	1.344625236	https://www.ncbi.nlm.nih.gov/gene/?term=214639
4930502E18Rik	4930502E18Rik	RIKEN cDNA 4930502E18 gene	75013	1.005533718	https://www.ncbi.nlm.nih.gov/gene/?term=75013
4930503L19Rik	4930503L19Rik	RIKEN cDNA 4930503L19 gene	269033	-0.070667185	https://www.ncbi.nlm.nih.gov/gene/?term=269033
4930505A04Rik	4930505A04Rik	RIKEN cDNA 4930505A04 gene	75087	0.308225011	https://www.ncbi.nlm.nih.gov/gene/?term=75087
4930507D05Rik	4930507D05Rik	RIKEN cDNA 4930507D05 gene	74706	-1.534349368	https://www.ncbi.nlm.nih.gov/gene/?term=74706
4930512M02Rik	4930512M02Rik	RIKEN cDNA 4930512M02 gene	102631730	0.731952463	https://www.ncbi.nlm.nih.gov/gene/?term=102631730
4930518I15Rik	4930518I15Rik	RIKEN cDNA 4930518I15 gene	74704	1.797493558	https://www.ncbi.nlm.nih.gov/gene/?term=74704
4930519G04Rik	4930519G04Rik	RIKEN cDNA 4930519G04 gene	67593	1.761973642	https://www.ncbi.nlm.nih.gov/gene/?term=67593
4930522L14Rik	4930522L14Rik	RIKEN cDNA 4930522L14 gene	100041734	3.070694811	https://www.ncbi.nlm.nih.gov/gene/?term=100041734
4930523C07Rik	4930523C07Rik	RIKEN cDNA 4930523C07 gene	67647	-0.753038538	https://www.ncbi.nlm.nih.gov/gene/?term=67647
