userId	geneSymbol	geneName	entrezgene	gLink
Aatf	Aatf	apoptosis antagonizing transcription factor	56321	https://www.ncbi.nlm.nih.gov/gene/?term=56321
Snap29	Snap29	synaptosomal-associated protein 29	67474	https://www.ncbi.nlm.nih.gov/gene/?term=67474
Hist1h1c	Hist1h1c	histone cluster 1, H1c	50708	https://www.ncbi.nlm.nih.gov/gene/?term=50708
Ptpn6	Ptpn6	protein tyrosine phosphatase, non-receptor type 6	15170	https://www.ncbi.nlm.nih.gov/gene/?term=15170
Calu	Calu	calumenin	12321	https://www.ncbi.nlm.nih.gov/gene/?term=12321
Ppm1g	Ppm1g	protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform	14208	https://www.ncbi.nlm.nih.gov/gene/?term=14208
Serpinf1	Serpinf1	serine (or cysteine) peptidase inhibitor, clade F, member 1	20317	https://www.ncbi.nlm.nih.gov/gene/?term=20317
Evl	Evl	Ena-vasodilator stimulated phosphoprotein	14026	https://www.ncbi.nlm.nih.gov/gene/?term=14026
Numa1	Numa1	nuclear mitotic apparatus protein 1	101706	https://www.ncbi.nlm.nih.gov/gene/?term=101706
Gngt2	Gngt2	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2	14710	https://www.ncbi.nlm.nih.gov/gene/?term=14710
Pgd	Pgd	phosphogluconate dehydrogenase	110208	https://www.ncbi.nlm.nih.gov/gene/?term=110208
Ik	Ik	IK cytokine	24010	https://www.ncbi.nlm.nih.gov/gene/?term=24010
Hmox2	Hmox2	heme oxygenase 2	15369	https://www.ncbi.nlm.nih.gov/gene/?term=15369
Arid4a	Arid4a	AT rich interactive domain 4A (RBP1-like)	238247	https://www.ncbi.nlm.nih.gov/gene/?term=238247
Hnrnpu	Hnrnpu	heterogeneous nuclear ribonucleoprotein U	51810	https://www.ncbi.nlm.nih.gov/gene/?term=51810
Erp29	Erp29	endoplasmic reticulum protein 29	67397	https://www.ncbi.nlm.nih.gov/gene/?term=67397
Rilpl1	Rilpl1	Rab interacting lysosomal protein-like 1	75695	https://www.ncbi.nlm.nih.gov/gene/?term=75695
Ptma	Ptma	prothymosin alpha	19231	https://www.ncbi.nlm.nih.gov/gene/?term=19231
Baz1b	Baz1b	bromodomain adjacent to zinc finger domain, 1B	22385	https://www.ncbi.nlm.nih.gov/gene/?term=22385
Wdr1	Wdr1	WD repeat domain 1	22388	https://www.ncbi.nlm.nih.gov/gene/?term=22388
Sart1	Sart1	squamous cell carcinoma antigen recognized by T cells 1	20227	https://www.ncbi.nlm.nih.gov/gene/?term=20227
Iws1	Iws1	IWS1, SUPT6 interacting protein	73473	https://www.ncbi.nlm.nih.gov/gene/?term=73473
Washc2	Washc2	WASH complex subunit 2`	28006	https://www.ncbi.nlm.nih.gov/gene/?term=28006
Sart3	Sart3	squamous cell carcinoma antigen recognized by T cells 3	53890	https://www.ncbi.nlm.nih.gov/gene/?term=53890
Cnpy3	Cnpy3	canopy FGF signaling regulator 3	72029	https://www.ncbi.nlm.nih.gov/gene/?term=72029
Canx	Canx	calnexin	12330	https://www.ncbi.nlm.nih.gov/gene/?term=12330
Zfp652	Zfp652	zinc finger protein 652	268469	https://www.ncbi.nlm.nih.gov/gene/?term=268469
Fam50a	Fam50a	family with sequence similarity 50, member A	108160	https://www.ncbi.nlm.nih.gov/gene/?term=108160
Gps2	Gps2	G protein pathway suppressor 2	56310	https://www.ncbi.nlm.nih.gov/gene/?term=56310
Eif3a	Eif3a	eukaryotic translation initiation factor 3, subunit A	13669	https://www.ncbi.nlm.nih.gov/gene/?term=13669
Ddx39b	Ddx39b	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B	53817	https://www.ncbi.nlm.nih.gov/gene/?term=53817
Sf3a3	Sf3a3	splicing factor 3a, subunit 3	75062	https://www.ncbi.nlm.nih.gov/gene/?term=75062
Dek	Dek	DEK oncogene (DNA binding)	110052	https://www.ncbi.nlm.nih.gov/gene/?term=110052
Cfl1	Cfl1	cofilin 1, non-muscle	12631	https://www.ncbi.nlm.nih.gov/gene/?term=12631
Lat2	Lat2	linker for activation of T cells family, member 2	56743	https://www.ncbi.nlm.nih.gov/gene/?term=56743
Anp32a	Anp32a	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	11737	https://www.ncbi.nlm.nih.gov/gene/?term=11737
Iscu	Iscu	iron-sulfur cluster assembly enzyme	66383	https://www.ncbi.nlm.nih.gov/gene/?term=66383
Cdc37	Cdc37	cell division cycle 37	12539	https://www.ncbi.nlm.nih.gov/gene/?term=12539
Ppp1r14b	Ppp1r14b	protein phosphatase 1, regulatory inhibitor subunit 14B	18938	https://www.ncbi.nlm.nih.gov/gene/?term=18938
Trim27	Trim27	tripartite motif-containing 27	19720	https://www.ncbi.nlm.nih.gov/gene/?term=19720
Jpt1	Jpt1	Jupiter microtubule associated homolog 1	15374	https://www.ncbi.nlm.nih.gov/gene/?term=15374
Hmgb1	Hmgb1	high mobility group box 1	15289	https://www.ncbi.nlm.nih.gov/gene/?term=15289
Sec13	Sec13	SEC13 homolog, nuclear pore and COPII coat complex component	110379	https://www.ncbi.nlm.nih.gov/gene/?term=110379
Anp32e	Anp32e	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	66471	https://www.ncbi.nlm.nih.gov/gene/?term=66471
Basp1	Basp1	brain abundant, membrane attached signal protein 1	70350	https://www.ncbi.nlm.nih.gov/gene/?term=70350
Dnajb11	Dnajb11	DnaJ heat shock protein family (Hsp40) member B11	67838	https://www.ncbi.nlm.nih.gov/gene/?term=67838
Sf3b2	Sf3b2	splicing factor 3b, subunit 2	319322	https://www.ncbi.nlm.nih.gov/gene/?term=319322
Zfp263	Zfp263	zinc finger protein 263	74120	https://www.ncbi.nlm.nih.gov/gene/?term=74120
Larp7	Larp7	La ribonucleoprotein domain family, member 7	28036	https://www.ncbi.nlm.nih.gov/gene/?term=28036
Pttg1ip	Pttg1ip	pituitary tumor-transforming 1 interacting protein	108705	https://www.ncbi.nlm.nih.gov/gene/?term=108705
Nfya	Nfya	nuclear transcription factor-Y alpha	18044	https://www.ncbi.nlm.nih.gov/gene/?term=18044
Serbp1	Serbp1	serpine1 mRNA binding protein 1	66870	https://www.ncbi.nlm.nih.gov/gene/?term=66870
Eif4g1	Eif4g1	eukaryotic translation initiation factor 4, gamma 1	208643	https://www.ncbi.nlm.nih.gov/gene/?term=208643
Hnrnpm	Hnrnpm	heterogeneous nuclear ribonucleoprotein M	76936	https://www.ncbi.nlm.nih.gov/gene/?term=76936
Rufy1	Rufy1	RUN and FYVE domain containing 1	216724	https://www.ncbi.nlm.nih.gov/gene/?term=216724
Ptpra	Ptpra	protein tyrosine phosphatase, receptor type, A	19262	https://www.ncbi.nlm.nih.gov/gene/?term=19262
Acin1	Acin1	apoptotic chromatin condensation inducer 1	56215	https://www.ncbi.nlm.nih.gov/gene/?term=56215
Tmf1	Tmf1	TATA element modulatory factor 1	232286	https://www.ncbi.nlm.nih.gov/gene/?term=232286
Cops4	Cops4	COP9 signalosome subunit 4	26891	https://www.ncbi.nlm.nih.gov/gene/?term=26891
Sdf4	Sdf4	stromal cell derived factor 4	20318	https://www.ncbi.nlm.nih.gov/gene/?term=20318
Caprin1	Caprin1	cell cycle associated protein 1	53872	https://www.ncbi.nlm.nih.gov/gene/?term=53872
Sfpq	Sfpq	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)	71514	https://www.ncbi.nlm.nih.gov/gene/?term=71514
Gmpr2	Gmpr2	guanosine monophosphate reductase 2	105446	https://www.ncbi.nlm.nih.gov/gene/?term=105446
Tmed2	Tmed2	transmembrane p24 trafficking protein 2	56334	https://www.ncbi.nlm.nih.gov/gene/?term=56334
Snx1	Snx1	sorting nexin 1	56440	https://www.ncbi.nlm.nih.gov/gene/?term=56440
Ddx18	Ddx18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18	66942	https://www.ncbi.nlm.nih.gov/gene/?term=66942
Lyar	Lyar	Ly1 antibody reactive clone	17089	https://www.ncbi.nlm.nih.gov/gene/?term=17089
Creld2	Creld2	cysteine-rich with EGF-like domains 2	76737	https://www.ncbi.nlm.nih.gov/gene/?term=76737
Ftsj3	Ftsj3	FtsJ RNA methyltransferase homolog 3 (E. coli)	56095	https://www.ncbi.nlm.nih.gov/gene/?term=56095
Leng1	Leng1	leukocyte receptor cluster (LRC) member 1	69757	https://www.ncbi.nlm.nih.gov/gene/?term=69757
Grb2	Grb2	growth factor receptor bound protein 2	14784	https://www.ncbi.nlm.nih.gov/gene/?term=14784
Hyou1	Hyou1	hypoxia up-regulated 1	12282	https://www.ncbi.nlm.nih.gov/gene/?term=12282
Set	Set	SET nuclear oncogene	56086	https://www.ncbi.nlm.nih.gov/gene/?term=56086
Cep250	Cep250	centrosomal protein 250	16328	https://www.ncbi.nlm.nih.gov/gene/?term=16328
Calr	Calr	calreticulin	12317	https://www.ncbi.nlm.nih.gov/gene/?term=12317
Pcbp1	Pcbp1	poly(rC) binding protein 1	23983	https://www.ncbi.nlm.nih.gov/gene/?term=23983
Zc3h18	Zc3h18	zinc finger CCCH-type containing 18	76014	https://www.ncbi.nlm.nih.gov/gene/?term=76014
Cap1	Cap1	CAP, adenylate cyclase-associated protein 1 (yeast)	12331	https://www.ncbi.nlm.nih.gov/gene/?term=12331
Txlna	Txlna	taxilin alpha	109658	https://www.ncbi.nlm.nih.gov/gene/?term=109658
Nop16	Nop16	NOP16 nucleolar protein	28126	https://www.ncbi.nlm.nih.gov/gene/?term=28126
Ncl	Ncl	nucleolin	17975	https://www.ncbi.nlm.nih.gov/gene/?term=17975
Gatad2a	Gatad2a	GATA zinc finger domain containing 2A	234366	https://www.ncbi.nlm.nih.gov/gene/?term=234366
Nono	Nono	non-POU-domain-containing, octamer binding protein	53610	https://www.ncbi.nlm.nih.gov/gene/?term=53610
Eef1d	Eef1d	eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)	66656	https://www.ncbi.nlm.nih.gov/gene/?term=66656
Myl6	Myl6	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle	17904	https://www.ncbi.nlm.nih.gov/gene/?term=17904
Stat5b	Stat5b	signal transducer and activator of transcription 5B	20851	https://www.ncbi.nlm.nih.gov/gene/?term=20851
Clip2	Clip2	CAP-GLY domain containing linker protein 2	269713	https://www.ncbi.nlm.nih.gov/gene/?term=269713
Pa2g4	Pa2g4	proliferation-associated 2G4	18813	https://www.ncbi.nlm.nih.gov/gene/?term=18813
Marcksl1	Marcksl1	MARCKS-like 1	17357	https://www.ncbi.nlm.nih.gov/gene/?term=17357
Utp11	Utp11	UTP11 small subunit processome component	67205	https://www.ncbi.nlm.nih.gov/gene/?term=67205
Ssrp1	Ssrp1	structure specific recognition protein 1	20833	https://www.ncbi.nlm.nih.gov/gene/?term=20833
Cbx1	Cbx1	chromobox 1	12412	https://www.ncbi.nlm.nih.gov/gene/?term=12412
Pcnt	Pcnt	pericentrin (kendrin)	18541	https://www.ncbi.nlm.nih.gov/gene/?term=18541
Slbp	Slbp	stem-loop binding protein	20492	https://www.ncbi.nlm.nih.gov/gene/?term=20492
Mphosph10	Mphosph10	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)	67973	https://www.ncbi.nlm.nih.gov/gene/?term=67973
2810006K23Rik	2810006K23Rik	RIKEN cDNA 2810006K23 gene	72650	https://www.ncbi.nlm.nih.gov/gene/?term=72650
Taok3	Taok3	TAO kinase 3	330177	https://www.ncbi.nlm.nih.gov/gene/?term=330177
Dhx38	Dhx38	DEAH (Asp-Glu-Ala-His) box polypeptide 38	64340	https://www.ncbi.nlm.nih.gov/gene/?term=64340
Prkcsh	Prkcsh	protein kinase C substrate 80K-H	19089	https://www.ncbi.nlm.nih.gov/gene/?term=19089
Ubxn1	Ubxn1	UBX domain protein 1	225896	https://www.ncbi.nlm.nih.gov/gene/?term=225896
Zeb2	Zeb2	zinc finger E-box binding homeobox 2	24136	https://www.ncbi.nlm.nih.gov/gene/?term=24136
Irf1	Irf1	interferon regulatory factor 1	16362	https://www.ncbi.nlm.nih.gov/gene/?term=16362
Sf1	Sf1	splicing factor 1	22668	https://www.ncbi.nlm.nih.gov/gene/?term=22668
Fbl	Fbl	fibrillarin	14113	https://www.ncbi.nlm.nih.gov/gene/?term=14113
Usp4	Usp4	ubiquitin specific peptidase 4 (proto-oncogene)	22258	https://www.ncbi.nlm.nih.gov/gene/?term=22258
Ranbp1	Ranbp1	RAN binding protein 1	19385	https://www.ncbi.nlm.nih.gov/gene/?term=19385
Ddx17	Ddx17	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17	67040	https://www.ncbi.nlm.nih.gov/gene/?term=67040
Etfb	Etfb	electron transferring flavoprotein, beta polypeptide	110826	https://www.ncbi.nlm.nih.gov/gene/?term=110826
Smc1a	Smc1a	structural maintenance of chromosomes 1A	24061	https://www.ncbi.nlm.nih.gov/gene/?term=24061
2310033P09Rik	2310033P09Rik	RIKEN cDNA 2310033P09 gene	67862	https://www.ncbi.nlm.nih.gov/gene/?term=67862
Smarcc1	Smarcc1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	20588	https://www.ncbi.nlm.nih.gov/gene/?term=20588
Nt5c	Nt5c	5',3'-nucleotidase, cytosolic	50773	https://www.ncbi.nlm.nih.gov/gene/?term=50773
Ruvbl2	Ruvbl2	RuvB-like protein 2	20174	https://www.ncbi.nlm.nih.gov/gene/?term=20174
Nifk	Nifk	nucleolar protein interacting with the FHA domain of MKI67	67949	https://www.ncbi.nlm.nih.gov/gene/?term=67949
Epb41	Epb41	erythrocyte membrane protein band 4.1	269587	https://www.ncbi.nlm.nih.gov/gene/?term=269587
Rnf20	Rnf20	ring finger protein 20	109331	https://www.ncbi.nlm.nih.gov/gene/?term=109331
Kctd20	Kctd20	potassium channel tetramerisation domain containing 20	66989	https://www.ncbi.nlm.nih.gov/gene/?term=66989
Supt5	Supt5	suppressor of Ty 5	20924	https://www.ncbi.nlm.nih.gov/gene/?term=20924
Def6	Def6	differentially expressed in FDCP 6	23853	https://www.ncbi.nlm.nih.gov/gene/?term=23853
Faim	Faim	Fas apoptotic inhibitory molecule	23873	https://www.ncbi.nlm.nih.gov/gene/?term=23873
Map2k2	Map2k2	mitogen-activated protein kinase kinase 2	26396	https://www.ncbi.nlm.nih.gov/gene/?term=26396
Smox	Smox	spermine oxidase	228608	https://www.ncbi.nlm.nih.gov/gene/?term=228608
Rab35	Rab35	RAB35, member RAS oncogene family	77407	https://www.ncbi.nlm.nih.gov/gene/?term=77407
Incenp	Incenp	inner centromere protein	16319	https://www.ncbi.nlm.nih.gov/gene/?term=16319
Eif3b	Eif3b	eukaryotic translation initiation factor 3, subunit B	27979	https://www.ncbi.nlm.nih.gov/gene/?term=27979
Noc3l	Noc3l	NOC3 like DNA replication regulator	57753	https://www.ncbi.nlm.nih.gov/gene/?term=57753
E4f1	E4f1	E4F transcription factor 1	13560	https://www.ncbi.nlm.nih.gov/gene/?term=13560
Cetn3	Cetn3	centrin 3	12626	https://www.ncbi.nlm.nih.gov/gene/?term=12626
St13	St13	suppression of tumorigenicity 13	70356	https://www.ncbi.nlm.nih.gov/gene/?term=70356
Fubp1	Fubp1	far upstream element (FUSE) binding protein 1	51886	https://www.ncbi.nlm.nih.gov/gene/?term=51886
Nelfe	Nelfe	negative elongation factor complex member E, Rdbp	27632	https://www.ncbi.nlm.nih.gov/gene/?term=27632
Aggf1	Aggf1	angiogenic factor with G patch and FHA domains 1	66549	https://www.ncbi.nlm.nih.gov/gene/?term=66549
Cwc15	Cwc15	CWC15 spliceosome-associated protein	66070	https://www.ncbi.nlm.nih.gov/gene/?term=66070
Ahsa1	Ahsa1	AHA1, activator of heat shock protein ATPase 1	217737	https://www.ncbi.nlm.nih.gov/gene/?term=217737
Abcf1	Abcf1	ATP-binding cassette, sub-family F (GCN20), member 1	224742	https://www.ncbi.nlm.nih.gov/gene/?term=224742
Utp3	Utp3	UTP3 small subunit processome component	65961	https://www.ncbi.nlm.nih.gov/gene/?term=65961
Cope	Cope	coatomer protein complex, subunit epsilon	59042	https://www.ncbi.nlm.nih.gov/gene/?term=59042
Gtf3c6	Gtf3c6	general transcription factor IIIC, polypeptide 6, alpha	67371	https://www.ncbi.nlm.nih.gov/gene/?term=67371
Fip1l1	Fip1l1	FIP1 like 1 (S. cerevisiae)	66899	https://www.ncbi.nlm.nih.gov/gene/?term=66899
Itpkb	Itpkb	inositol 1,4,5-trisphosphate 3-kinase B	320404	https://www.ncbi.nlm.nih.gov/gene/?term=320404
Cxxc1	Cxxc1	CXXC finger 1 (PHD domain)	74322	https://www.ncbi.nlm.nih.gov/gene/?term=74322
Tyw1	Tyw1	tRNA-yW synthesizing protein 1 homolog (S. cerevisiae)	100929	https://www.ncbi.nlm.nih.gov/gene/?term=100929
Pdcl	Pdcl	phosducin-like	67466	https://www.ncbi.nlm.nih.gov/gene/?term=67466
Bms1	Bms1	BMS1, ribosome biogenesis factor	213895	https://www.ncbi.nlm.nih.gov/gene/?term=213895
Vps72	Vps72	vacuolar protein sorting 72	21427	https://www.ncbi.nlm.nih.gov/gene/?term=21427
Hnrnpul2	Hnrnpul2	heterogeneous nuclear ribonucleoprotein U-like 2	68693	https://www.ncbi.nlm.nih.gov/gene/?term=68693
Sdccag8	Sdccag8	serologically defined colon cancer antigen 8	76816	https://www.ncbi.nlm.nih.gov/gene/?term=76816
Hmga1	Hmga1	high mobility group AT-hook 1	15361	https://www.ncbi.nlm.nih.gov/gene/?term=15361
Nme2	Nme2	NME/NM23 nucleoside diphosphate kinase 2	18103	https://www.ncbi.nlm.nih.gov/gene/?term=18103
Hist1h2ai	Hist1h2ai	histone cluster 1, H2ai	319191	https://www.ncbi.nlm.nih.gov/gene/?term=319191
Adrm1	Adrm1	adhesion regulating molecule 1	56436	https://www.ncbi.nlm.nih.gov/gene/?term=56436
Pitpna	Pitpna	phosphatidylinositol transfer protein, alpha	18738	https://www.ncbi.nlm.nih.gov/gene/?term=18738
E2f4	E2f4	E2F transcription factor 4	104394	https://www.ncbi.nlm.nih.gov/gene/?term=104394
Fnbp1	Fnbp1	formin binding protein 1	14269	https://www.ncbi.nlm.nih.gov/gene/?term=14269
Mid1ip1	Mid1ip1	Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish))	68041	https://www.ncbi.nlm.nih.gov/gene/?term=68041
Anp32b	Anp32b	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B	67628	https://www.ncbi.nlm.nih.gov/gene/?term=67628
Arpc3	Arpc3	actin related protein 2/3 complex, subunit 3	56378	https://www.ncbi.nlm.nih.gov/gene/?term=56378
Upf3a	Upf3a	UPF3 regulator of nonsense transcripts homolog A (yeast)	67031	https://www.ncbi.nlm.nih.gov/gene/?term=67031
Polr2e	Polr2e	polymerase (RNA) II (DNA directed) polypeptide E	66420	https://www.ncbi.nlm.nih.gov/gene/?term=66420
Pum3	Pum3	pumilio RNA-binding family member 3	52874	https://www.ncbi.nlm.nih.gov/gene/?term=52874
Mars	Mars	methionine-tRNA synthetase	216443	https://www.ncbi.nlm.nih.gov/gene/?term=216443
Ddx23	Ddx23	DEAD (Asp-Glu-Ala-Asp) box polypeptide 23	74351	https://www.ncbi.nlm.nih.gov/gene/?term=74351
Nsfl1c	Nsfl1c	NSFL1 (p97) cofactor (p47)	386649	https://www.ncbi.nlm.nih.gov/gene/?term=386649
Pus1	Pus1	pseudouridine synthase 1	56361	https://www.ncbi.nlm.nih.gov/gene/?term=56361
Eif3c	Eif3c	eukaryotic translation initiation factor 3, subunit C	56347	https://www.ncbi.nlm.nih.gov/gene/?term=56347
Batf3	Batf3	basic leucine zipper transcription factor, ATF-like 3	381319	https://www.ncbi.nlm.nih.gov/gene/?term=381319
Bcl2l1	Bcl2l1	BCL2-like 1	12048	https://www.ncbi.nlm.nih.gov/gene/?term=12048
Ccdc97	Ccdc97	coiled-coil domain containing 97	52132	https://www.ncbi.nlm.nih.gov/gene/?term=52132
Eapp	Eapp	E2F-associated phosphoprotein	66266	https://www.ncbi.nlm.nih.gov/gene/?term=66266
Ccdc9	Ccdc9	coiled-coil domain containing 9	243846	https://www.ncbi.nlm.nih.gov/gene/?term=243846
Cyb5a	Cyb5a	cytochrome b5 type A (microsomal)	109672	https://www.ncbi.nlm.nih.gov/gene/?term=109672
Ddrgk1	Ddrgk1	DDRGK domain containing 1	77006	https://www.ncbi.nlm.nih.gov/gene/?term=77006
Pqbp1	Pqbp1	polyglutamine binding protein 1	54633	https://www.ncbi.nlm.nih.gov/gene/?term=54633
Golga3	Golga3	golgi autoantigen, golgin subfamily a, 3	269682	https://www.ncbi.nlm.nih.gov/gene/?term=269682
Zfp830	Zfp830	zinc finger protein 830	66983	https://www.ncbi.nlm.nih.gov/gene/?term=66983
Apoe	Apoe	apolipoprotein E	11816	https://www.ncbi.nlm.nih.gov/gene/?term=11816
Blvra	Blvra	biliverdin reductase A	109778	https://www.ncbi.nlm.nih.gov/gene/?term=109778
Nop14	Nop14	NOP14 nucleolar protein	75416	https://www.ncbi.nlm.nih.gov/gene/?term=75416
Hist1h2ak	Hist1h2ak	histone cluster 1, H2ak	319169	https://www.ncbi.nlm.nih.gov/gene/?term=319169
Cfdp1	Cfdp1	craniofacial development protein 1	23837	https://www.ncbi.nlm.nih.gov/gene/?term=23837
Brms1	Brms1	breast cancer metastasis-suppressor 1	107392	https://www.ncbi.nlm.nih.gov/gene/?term=107392
Metap2	Metap2	methionine aminopeptidase 2	56307	https://www.ncbi.nlm.nih.gov/gene/?term=56307
Parp1	Parp1	poly (ADP-ribose) polymerase family, member 1	11545	https://www.ncbi.nlm.nih.gov/gene/?term=11545
Gart	Gart	phosphoribosylglycinamide formyltransferase	14450	https://www.ncbi.nlm.nih.gov/gene/?term=14450
Nudc	Nudc	nudC nuclear distribution protein	18221	https://www.ncbi.nlm.nih.gov/gene/?term=18221
Sel1l	Sel1l	sel-1 suppressor of lin-12-like (C. elegans)	20338	https://www.ncbi.nlm.nih.gov/gene/?term=20338
Klhdc4	Klhdc4	kelch domain containing 4	234825	https://www.ncbi.nlm.nih.gov/gene/?term=234825
Dnmt1	Dnmt1	DNA methyltransferase (cytosine-5) 1	13433	https://www.ncbi.nlm.nih.gov/gene/?term=13433
Trir	Trir	telomerase RNA component interacting RNase	68544	https://www.ncbi.nlm.nih.gov/gene/?term=68544
Frg1	Frg1	FSHD region gene 1	14300	https://www.ncbi.nlm.nih.gov/gene/?term=14300
Srp68	Srp68	signal recognition particle 68	217337	https://www.ncbi.nlm.nih.gov/gene/?term=217337
Hmgn5	Hmgn5	high-mobility group nucleosome binding domain 5	50887	https://www.ncbi.nlm.nih.gov/gene/?term=50887
Utp14a	Utp14a	UTP14A small subunit processome component	72554	https://www.ncbi.nlm.nih.gov/gene/?term=72554
Utp6	Utp6	UTP6 small subunit processome component	216987	https://www.ncbi.nlm.nih.gov/gene/?term=216987
Zc3h4	Zc3h4	zinc finger CCCH-type containing 4	330474	https://www.ncbi.nlm.nih.gov/gene/?term=330474
Cdk5rap3	Cdk5rap3	CDK5 regulatory subunit associated protein 3	80280	https://www.ncbi.nlm.nih.gov/gene/?term=80280
Xpa	Xpa	xeroderma pigmentosum, complementation group A	22590	https://www.ncbi.nlm.nih.gov/gene/?term=22590
Lrrfip1	Lrrfip1	leucine rich repeat (in FLII) interacting protein 1	16978	https://www.ncbi.nlm.nih.gov/gene/?term=16978
Psmd4	Psmd4	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	19185	https://www.ncbi.nlm.nih.gov/gene/?term=19185
Fam192a	Fam192a	family with sequence similarity 192, member A	102122	https://www.ncbi.nlm.nih.gov/gene/?term=102122
Snw1	Snw1	SNW domain containing 1	66354	https://www.ncbi.nlm.nih.gov/gene/?term=66354
Brd7	Brd7	bromodomain containing 7	26992	https://www.ncbi.nlm.nih.gov/gene/?term=26992
BC005624	BC005624	cDNA sequence BC005624	227707	https://www.ncbi.nlm.nih.gov/gene/?term=227707
Srbd1	Srbd1	S1 RNA binding domain 1	78586	https://www.ncbi.nlm.nih.gov/gene/?term=78586
